qseqid,sseqid,length,qcovs,pident,evalue,staxids,stitle
unassigned_28,gi|645321922|ref|NR_118785.1|,249,98,75.100,4.02e-40,1359185,Orientia tsutsugamushi str. Karp 16S ribosomal RNA, partial sequence
unassigned_28,gi|566085001|ref|NR_108539.1|,249,98,74.699,1.40e-39,655607,Tepidibacter mesophilus strain B1 16S ribosomal RNA, partial sequence
unassigned_28,gi|1013172423|ref|NR_135890.1|,250,98,74.800,4.90e-39,1470433,Aestuariicella hydrocarbonica strain SM-6 16S ribosomal RNA, partial sequence
unassigned_28,gi|1040567063|ref|NR_137412.1|,250,98,74.400,5.96e-38,1166482,Pseudomaricurvus alcaniphilus strain MEBiC06469 16S ribosomal RNA, partial sequence
unassigned_28,gi|631253192|ref|NR_114390.1|,250,98,74.400,5.96e-38,1306991,Pseudomaricurvus alkylphenolicus strain KU41G 16S ribosomal RNA, partial sequence
unassigned_28,gi|631252160|ref|NR_113358.1|,251,98,74.104,2.08e-37,1008307,Maricurvus nonylphenolicus strain KU41E 16S ribosomal RNA, partial sequence
unassigned_28,gi|636560271|ref|NR_116331.1|,249,98,73.896,2.08e-37,507844,Murdochiella asaccharolytica strain WAL 1855C 16S ribosomal RNA, partial sequence
unassigned_28,gi|939733312|ref|NR_133039.1|,249,98,73.896,7.27e-37,938289,Levyella massiliensis strain 9403326 16S ribosomal RNA, partial sequence
unassigned_28,gi|343200156|ref|NR_040843.1|,239,94,74.477,7.27e-37,116087,Gallicola barnesae strain DSM 3244 16S ribosomal RNA, partial sequence
unassigned_29,gi|1230874639|ref|NR_148800.1|,225,87,72.000,3.30e-22,1242993,Ehrlichia minasensis strain UFMG-EV 16S ribosomal RNA, partial sequence
unassigned_29,gi|645321869|ref|NR_118741.1|,226,87,71.681,1.15e-21,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_29,gi|343206157|ref|NR_044747.1|,226,87,71.681,4.90e-20,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_29,gi|659364651|ref|NR_121714.1|,226,87,70.796,5.97e-19,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_29,gi|310975195|ref|NR_037059.1|,226,87,70.796,5.97e-19,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, partial sequence
unassigned_29,gi|1270533066|ref|NR_074500.2|,226,87,70.796,5.97e-19,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, complete sequence
unassigned_29,gi|470467096|ref|NR_074155.1|,226,87,71.239,5.97e-19,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, partial sequence
unassigned_29,gi|219846371|ref|NR_025962.1|,226,87,70.796,5.97e-19,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_29,gi|1269807825|ref|NR_074513.2|,227,87,71.366,2.08e-18,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, complete sequence
unassigned_29,gi|631252160|ref|NR_113358.1|,136,53,75.735,7.27e-18,1008307,Maricurvus nonylphenolicus strain KU41E 16S ribosomal RNA, partial sequence
unassigned_30,gi|645320779|ref|NR_117903.1|,146,57,79.452,1.01e-28,1359168,Orientia chuto str. Dubai 16S ribosomal RNA, partial sequence
unassigned_30,gi|645321922|ref|NR_118785.1|,131,52,80.916,3.54e-28,1359185,Orientia tsutsugamushi str. Karp 16S ribosomal RNA, partial sequence
unassigned_30,gi|219846270|ref|NR_025860.1|,131,52,80.916,3.54e-28,784,Orientia tsutsugamushi strain Karp 16S ribosomal RNA, partial sequence
unassigned_30,gi|343206172|ref|NR_044762.1|,247,96,71.660,5.25e-26,948,Anaplasma phagocytophilum strain Webster 16S ribosomal RNA, partial sequence
unassigned_30,gi|1109168006|ref|NR_144601.1|,131,52,79.389,1.83e-25,1641715,Sinobacterium norvegicum strain 3CM4 16S ribosomal RNA, partial sequence
unassigned_30,gi|566085305|ref|NR_109307.1|,131,52,79.389,1.83e-25,933926,Sinobacterium caligoides strain SCSWE24 16S ribosomal RNA, partial sequence
unassigned_30,gi|343199134|ref|NR_044649.1|,135,53,78.519,6.40e-25,655438,Cycloclasticus pugetii PS-1 16S ribosomal RNA, partial sequence
unassigned_30,gi|219846364|ref|NR_025955.1|,135,53,78.519,6.40e-25,655438,Cycloclasticus pugetii PS-1 16S ribosomal RNA, partial sequence
unassigned_30,gi|636559060|ref|NR_115117.1|,135,53,78.519,6.40e-25,152706,Cycloclasticus spirillensus strain M4-6 16S ribosomal RNA, partial sequence
unassigned_30,gi|343202769|ref|NR_043214.1|,240,93,70.417,6.40e-25,304417,Desulfuromusa ferrireducens strain 102 16S ribosomal RNA, partial sequence
unassigned_31,gi|645321922|ref|NR_118785.1|,131,52,81.679,8.33e-30,1359185,Orientia tsutsugamushi str. Karp 16S ribosomal RNA, partial sequence
unassigned_31,gi|219846270|ref|NR_025860.1|,131,52,81.679,8.33e-30,784,Orientia tsutsugamushi strain Karp 16S ribosomal RNA, partial sequence
unassigned_31,gi|645320779|ref|NR_117903.1|,146,57,78.767,4.31e-27,1359168,Orientia chuto str. Dubai 16S ribosomal RNA, partial sequence
unassigned_31,gi|1109168006|ref|NR_144601.1|,131,52,80.153,4.31e-27,1641715,Sinobacterium norvegicum strain 3CM4 16S ribosomal RNA, partial sequence
unassigned_31,gi|566085305|ref|NR_109307.1|,131,52,80.153,4.31e-27,933926,Sinobacterium caligoides strain SCSWE24 16S ribosomal RNA, partial sequence
unassigned_31,gi|343202769|ref|NR_043214.1|,240,93,70.833,5.25e-26,304417,Desulfuromusa ferrireducens strain 102 16S ribosomal RNA, partial sequence
unassigned_31,gi|343206172|ref|NR_044762.1|,247,96,71.660,5.25e-26,948,Anaplasma phagocytophilum strain Webster 16S ribosomal RNA, partial sequence
unassigned_31,gi|219856835|ref|NR_024654.1|,131,52,79.389,1.83e-25,64971,Pseudospirillum japonicum strain ATCC 19191 16S ribosomal RNA, partial sequence
unassigned_31,gi|631252557|ref|NR_113755.1|,130,51,79.231,6.40e-25,64971,Pseudospirillum japonicum strain NBRC 15446 16S ribosomal RNA, partial sequence
unassigned_31,gi|659364440|ref|NR_121678.1|,247,96,70.040,2.23e-24,891,Desulfuromonas acetoxidans strain DSM 684 16S ribosomal RNA, partial sequence
unassigned_32,gi|645321922|ref|NR_118785.1|,131,52,81.679,8.33e-30,1359185,Orientia tsutsugamushi str. Karp 16S ribosomal RNA, partial sequence
unassigned_32,gi|219846270|ref|NR_025860.1|,131,52,81.679,8.33e-30,784,Orientia tsutsugamushi strain Karp 16S ribosomal RNA, partial sequence
unassigned_32,gi|645320779|ref|NR_117903.1|,146,57,78.767,4.31e-27,1359168,Orientia chuto str. Dubai 16S ribosomal RNA, partial sequence
unassigned_32,gi|1109168006|ref|NR_144601.1|,131,52,80.153,4.31e-27,1641715,Sinobacterium norvegicum strain 3CM4 16S ribosomal RNA, partial sequence
unassigned_32,gi|566085305|ref|NR_109307.1|,131,52,80.153,4.31e-27,933926,Sinobacterium caligoides strain SCSWE24 16S ribosomal RNA, partial sequence
unassigned_32,gi|219856835|ref|NR_024654.1|,131,52,79.389,1.83e-25,64971,Pseudospirillum japonicum strain ATCC 19191 16S ribosomal RNA, partial sequence
unassigned_32,gi|631252557|ref|NR_113755.1|,130,51,79.231,6.40e-25,64971,Pseudospirillum japonicum strain NBRC 15446 16S ribosomal RNA, partial sequence
unassigned_32,gi|566085367|ref|NR_109416.1|,243,96,70.370,2.23e-24,1034944,Legionella tunisiensis strain LegM 16S ribosomal RNA, partial sequence
unassigned_32,gi|1441204345|ref|NR_157760.1|,131,52,78.626,2.23e-24,1935995,Marinobacter aquaticus strain M6-53 16S ribosomal RNA, partial sequence
unassigned_32,gi|636559954|ref|NR_116014.1|,131,52,78.626,2.23e-24,426622,Coxiella cheraxi strain TO-98 16S ribosomal RNA, partial sequence
unassigned_33,gi|566085075|ref|NR_108736.1|,232,100,72.414,3.88e-27,706427,Halanaerobacter jeridensis strain CEJFG43 16S ribosomal RNA, partial sequence
unassigned_33,gi|265678501|ref|NR_028804.1|,233,98,72.103,4.73e-26,142842,Selenihalanaerobacter shriftii strain DSSE-1 16S ribosomal RNA, partial sequence
unassigned_33,gi|636559982|ref|NR_116042.1|,230,98,73.043,4.73e-26,1123352,Tepidimicrobium xylanilyticum strain PML14 16S ribosomal RNA, partial sequence
unassigned_33,gi|645321938|ref|NR_118800.1|,232,100,71.552,2.01e-24,46470,Halanaerobacter lacunarum strain Z-7888 16S ribosomal RNA, partial sequence
unassigned_33,gi|645319790|ref|NR_117155.1|,228,98,71.491,7.02e-24,43143,Tissierella creatinini strain DSM 9508 16S ribosomal RNA, partial sequence
unassigned_33,gi|645320088|ref|NR_117378.1|,228,98,71.491,7.02e-24,43143,Tissierella creatinini strain DSM 9508 16S ribosomal RNA, partial sequence
unassigned_33,gi|559795216|ref|NR_104805.1|,228,98,71.491,7.02e-24,43143,Tissierella creatinini strain BN11 16S ribosomal RNA, partial sequence
unassigned_33,gi|219846939|ref|NR_026531.1|,230,98,71.739,2.45e-23,45497,[Clostridium] ultunense strain BS 16S ribosomal RNA, partial sequence
unassigned_33,gi|645320089|ref|NR_117379.1|,230,98,71.739,2.45e-23,865861,[Clostridium] ultunense DSM 10521 16S ribosomal RNA, partial sequence
unassigned_33,gi|645320955|ref|NR_118038.1|,205,88,72.683,2.98e-22,957042,Fuchsiella alkaliacetigena strain Z-7100 16S ribosomal RNA, partial sequence
unassigned_34,gi|636559982|ref|NR_116042.1|,253,98,72.727,1.01e-28,1123352,Tepidimicrobium xylanilyticum strain PML14 16S ribosomal RNA, partial sequence
unassigned_34,gi|566085075|ref|NR_108736.1|,233,91,72.532,1.24e-27,706427,Halanaerobacter jeridensis strain CEJFG43 16S ribosomal RNA, partial sequence
unassigned_34,gi|645319790|ref|NR_117155.1|,251,98,71.315,1.51e-26,43143,Tissierella creatinini strain DSM 9508 16S ribosomal RNA, partial sequence
unassigned_34,gi|265678501|ref|NR_028804.1|,234,90,72.222,1.51e-26,142842,Selenihalanaerobacter shriftii strain DSSE-1 16S ribosomal RNA, partial sequence
unassigned_34,gi|645320088|ref|NR_117378.1|,251,98,71.315,1.51e-26,43143,Tissierella creatinini strain DSM 9508 16S ribosomal RNA, partial sequence
unassigned_34,gi|559795216|ref|NR_104805.1|,251,98,71.315,1.51e-26,43143,Tissierella creatinini strain BN11 16S ribosomal RNA, partial sequence
unassigned_34,gi|265678477|ref|NR_028780.1|,251,98,71.315,1.51e-26,153026,Desulforegula conservatrix strain Mb1Pa 16S ribosomal RNA, partial sequence
unassigned_34,gi|219846939|ref|NR_026531.1|,253,98,71.542,5.25e-26,45497,[Clostridium] ultunense strain BS 16S ribosomal RNA, partial sequence
unassigned_34,gi|645320089|ref|NR_117379.1|,253,98,71.542,5.25e-26,865861,[Clostridium] ultunense DSM 10521 16S ribosomal RNA, partial sequence
unassigned_34,gi|636560529|ref|NR_116589.1|,254,98,71.260,1.83e-25,568099,Litorimonas taeanensis strain G5 16S ribosomal RNA, partial sequence.
unassigned_35,gi|559795254|ref|NR_104845.1|,253,98,73.123,1.61e-32,111770,Thiothrix fructosivorans strain Q 16S ribosomal RNA, partial sequence
unassigned_35,gi|636560337|ref|NR_116397.1|,253,98,72.332,8.33e-30,525917,Thiothrix lacustris strain BL 16S ribosomal RNA, partial sequence
unassigned_35,gi|310975105|ref|NR_036969.1|,254,98,72.047,3.54e-28,159728,Desulfovibrio cuneatus strain STL1 16S ribosomal RNA, partial sequence
unassigned_35,gi|485099101|ref|NR_102497.1|,258,98,71.318,4.31e-27,666685,Rhodanobacter denitrificans strain 2APBS1 16S ribosomal RNA, partial sequence
unassigned_35,gi|631253063|ref|NR_114261.1|,258,98,71.318,4.31e-27,529704,Frateuria terrea strain NBRC 104236 16S ribosomal RNA, partial sequence
unassigned_35,gi|219846928|ref|NR_026520.1|,253,98,71.542,4.31e-27,29422,Legionella brunensis strain 441-1 16S ribosomal RNA, partial sequence
unassigned_35,gi|636560338|ref|NR_116398.1|,253,98,71.542,4.31e-27,525918,Thiothrix caldifontis strain G1 16S ribosomal RNA, partial sequence
unassigned_35,gi|566084895|ref|NR_108437.1|,258,98,71.318,4.31e-27,666685,Rhodanobacter denitrificans strain 2APBS1 16S ribosomal RNA, partial sequence
unassigned_35,gi|699005332|ref|NR_126201.1|,259,98,71.815,4.31e-27,582702,Rhodanobacter glycinis strain MO64 16S ribosomal RNA, partial sequence
unassigned_35,gi|310975106|ref|NR_036970.1|,147,57,78.912,1.51e-26,466107,Desulfovibrio litoralis strain STL6 16S ribosomal RNA, partial sequence
unassigned_36,gi|343198582|ref|NR_042955.1|,249,96,71.084,1.17e-21,1318465,Acholeplasma brassicae 0502 16S ribosomal RNA, partial sequence
unassigned_36,gi|1024974767|ref|NR_136796.1|,252,96,69.841,1.74e-19,1482736,Acetoanaerobium pronyense strain ST07-YE 16S ribosomal RNA, partial sequence
unassigned_36,gi|444304020|ref|NR_074444.1|,223,86,71.300,1.74e-19,869212,Turneriella parva DSM 21527 16S ribosomal RNA, partial sequence
unassigned_36,gi|343198537|ref|NR_042827.1|,223,86,71.300,1.74e-19,869212,Turneriella parva DSM 21527 strain H 16S ribosomal RNA, partial sequence
unassigned_36,gi|265678929|ref|NR_029237.1|,144,56,74.306,6.07e-19,40091,Helcococcus kunzii strain 22 16S ribosomal RNA, partial sequence
unassigned_36,gi|636560230|ref|NR_116290.1|,201,78,71.144,2.12e-18,496831,Thermovorax subterraneus strain 70B 16S ribosomal RNA, partial sequence
unassigned_36,gi|343205825|ref|NR_044267.1|,201,78,71.144,2.12e-18,447595,Caldanaerovirga acetigignens strain JW/SA-NV4 16S ribosomal RNA, partial sequence
unassigned_36,gi|265678847|ref|NR_029152.1|,250,96,70.800,2.58e-17,38986,Acholeplasma palmae strain J233 16S ribosomal RNA, partial sequence
unassigned_36,gi|343204706|ref|NR_043808.1|,212,81,70.755,2.58e-17,376490,Desulfovibrio bizertensis strain MB3 16S ribosomal RNA, partial sequence
unassigned_36,gi|343199077|ref|NR_044504.1|,202,78,70.792,9.02e-17,520764,Fervidicola ferrireducens strain Y170 16S ribosomal RNA, partial sequence
unassigned_37,gi|343198582|ref|NR_042955.1|,250,96,72.000,9.63e-23,1318465,Acholeplasma brassicae 0502 16S ribosomal RNA, partial sequence
unassigned_37,gi|265678929|ref|NR_029237.1|,144,56,75.000,1.43e-20,40091,Helcococcus kunzii strain 22 16S ribosomal RNA, partial sequence
unassigned_37,gi|444304020|ref|NR_074444.1|,204,79,71.569,1.74e-19,869212,Turneriella parva DSM 21527 16S ribosomal RNA, partial sequence
unassigned_37,gi|343198537|ref|NR_042827.1|,204,79,71.569,1.74e-19,869212,Turneriella parva DSM 21527 strain H 16S ribosomal RNA, partial sequence
unassigned_37,gi|265678847|ref|NR_029152.1|,251,96,71.713,2.12e-18,38986,Acholeplasma palmae strain J233 16S ribosomal RNA, partial sequence
unassigned_37,gi|1024974767|ref|NR_136796.1|,252,96,69.444,7.40e-18,1482736,Acetoanaerobium pronyense strain ST07-YE 16S ribosomal RNA, partial sequence
unassigned_37,gi|343200150|ref|NR_040837.1|,198,77,71.717,7.40e-18,1648,Erysipelothrix rhusiopathiae strain ATCC 19414 16S ribosomal RNA, partial sequence
unassigned_37,gi|343200184|ref|NR_040871.1|,198,77,71.717,7.40e-18,1121874,Erysipelothrix tonsillarum DSM 14972 16S ribosomal RNA, partial sequence
unassigned_37,gi|1909404341|ref|NR_170394.1|,198,77,71.717,7.40e-18,2485784,Erysipelothrix piscisicarius strain 15TAL0474 16S ribosomal RNA, complete sequence
unassigned_37,gi|631251838|ref|NR_113036.1|,198,77,71.717,7.40e-18,1121874,Erysipelothrix tonsillarum DSM 14972 strain JCM 8533 16S ribosomal RNA, partial sequence
unassigned_38,gi|645321869|ref|NR_118741.1|,238,92,71.429,9.46e-23,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_38,gi|1230874639|ref|NR_148800.1|,225,87,72.000,3.30e-22,1242993,Ehrlichia minasensis strain UFMG-EV 16S ribosomal RNA, partial sequence
unassigned_38,gi|343206157|ref|NR_044747.1|,238,92,71.429,4.02e-21,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_38,gi|659364651|ref|NR_121714.1|,238,92,70.588,4.90e-20,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_38,gi|310975195|ref|NR_037059.1|,238,92,70.588,4.90e-20,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, partial sequence
unassigned_38,gi|1270533066|ref|NR_074500.2|,238,92,70.588,4.90e-20,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, complete sequence
unassigned_38,gi|470467096|ref|NR_074155.1|,238,92,71.008,4.90e-20,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, partial sequence
unassigned_38,gi|219846371|ref|NR_025962.1|,238,92,70.588,4.90e-20,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_38,gi|1269807825|ref|NR_074513.2|,239,92,71.130,1.71e-19,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, complete sequence
unassigned_38,gi|631252160|ref|NR_113358.1|,148,58,75.000,5.97e-19,1008307,Maricurvus nonylphenolicus strain KU41E 16S ribosomal RNA, partial sequence
unassigned_39,gi|343198433|ref|NR_041814.1|,135,84,75.556,1.34e-19,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_39,gi|343198433|ref|NR_041814.1|,36,84,83.333,0.009,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_39,gi|219857451|ref|NR_025039.1|,129,83,75.969,4.69e-19,105972,Methylosarcina fibrata strain AML-C10 16S ribosomal RNA, partial sequence
unassigned_39,gi|219857451|ref|NR_025039.1|,40,83,82.500,0.003,105972,Methylosarcina fibrata strain AML-C10 16S ribosomal RNA, partial sequence
unassigned_39,gi|219857428|ref|NR_025016.1|,129,63,75.969,4.69e-19,96941,Methylobacter psychrophilus strain Z-0021 16S ribosomal RNA, partial sequence
unassigned_39,gi|559795329|ref|NR_104922.1|,129,83,75.969,4.69e-19,944651,Methylococcus mobilis 16S ribosomal RNA, partial sequence
unassigned_39,gi|559795329|ref|NR_104922.1|,40,83,82.500,0.003,944651,Methylococcus mobilis 16S ribosomal RNA, partial sequence
unassigned_39,gi|636559450|ref|NR_115509.1|,131,64,75.573,4.69e-19,33030,Peptoniphilus indolicus strain GIFU 7848 16S ribosomal RNA, partial sequence
unassigned_39,gi|444303802|ref|NR_074224.1|,161,79,72.671,4.69e-19,335992,Candidatus Pelagibacter ubique HTCC1062 16S ribosomal RNA, partial sequence
unassigned_39,gi|631252831|ref|NR_114029.1|,135,66,74.815,1.64e-18,418701,Litoricola lipolytica strain NBRC 102074 16S ribosomal RNA, partial sequence
unassigned_39,gi|343198955|ref|NR_044131.1|,135,66,74.815,1.64e-18,418701,Litoricola lipolytica strain IMCC1097 16S ribosomal RNA, partial sequence
unassigned_39,gi|631251711|ref|NR_112909.1|,147,72,73.469,5.71e-18,634765,Cocleimonas flava strain KMM 3898 16S ribosomal RNA, partial sequence
unassigned_39,gi|343201381|ref|NR_042107.1|,129,63,75.194,5.71e-18,697282,Methylobacter tundripaludum SV96 16S ribosomal RNA, partial sequence
unassigned_40,gi|444303802|ref|NR_074224.1|,171,67,72.515,4.92e-20,335992,Candidatus Pelagibacter ubique HTCC1062 16S ribosomal RNA, partial sequence
unassigned_40,gi|343198433|ref|NR_041814.1|,249,96,69.478,4.92e-20,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_40,gi|219857451|ref|NR_025039.1|,129,51,75.969,6.00e-19,105972,Methylosarcina fibrata strain AML-C10 16S ribosomal RNA, partial sequence
unassigned_40,gi|219857428|ref|NR_025016.1|,129,51,75.969,6.00e-19,96941,Methylobacter psychrophilus strain Z-0021 16S ribosomal RNA, partial sequence
unassigned_40,gi|559795329|ref|NR_104922.1|,129,51,75.969,6.00e-19,944651,Methylococcus mobilis 16S ribosomal RNA, partial sequence
unassigned_40,gi|636559450|ref|NR_115509.1|,131,52,75.573,6.00e-19,33030,Peptoniphilus indolicus strain GIFU 7848 16S ribosomal RNA, partial sequence
unassigned_40,gi|631252831|ref|NR_114029.1|,135,53,74.815,2.09e-18,418701,Litoricola lipolytica strain NBRC 102074 16S ribosomal RNA, partial sequence
unassigned_40,gi|343198955|ref|NR_044131.1|,135,53,74.815,2.09e-18,418701,Litoricola lipolytica strain IMCC1097 16S ribosomal RNA, partial sequence
unassigned_40,gi|631251711|ref|NR_112909.1|,147,58,73.469,7.30e-18,634765,Cocleimonas flava strain KMM 3898 16S ribosomal RNA, partial sequence
unassigned_40,gi|343201381|ref|NR_042107.1|,129,51,75.194,7.30e-18,697282,Methylobacter tundripaludum SV96 16S ribosomal RNA, partial sequence
unassigned_41,gi|343202956|ref|NR_043450.1|,251,98,72.908,6.84e-31,81932,Methylomicrobium japanense strain NI 16S ribosomal RNA, partial sequence
unassigned_41,gi|444304224|ref|NR_074649.1|,251,98,72.908,6.84e-31,1091494,Methylomicrobium alcaliphilum 20Z 16S ribosomal RNA, partial sequence
